unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
3930,20,50,25.0059,0.621,80.0,462.54,535.95,1257.04,1050.15,7.05,9.03,175.02,1915.23,7999.21,0.94,36.72,165.26,2028.11,7868.9,10.8899,0.02,309,1915,84.93,14.34,8.4836,3,6
3949,20,69,25.0027,0.621,80.0,462.54,536.72,1264.31,1051.32,7.05,9.03,176.41,1915.2,8009.0,0.94,36.6,164.35,2028.1,7869.22,10.9032,0.02,309,1915,84.93,14.18,8.6412,3,6
3955,20,75,25.0058,0.6214,80.0,462.54,536.96,1261.1,1043.93,7.05,9.02,175.14,1915.17,8002.46,0.94,36.83,164.88,2028.12,7871.33,10.9451,0.02,308,1915,84.93,14.23,8.5679,3,6
3967,20,87,25.0065,0.62,80.0,462.54,536.78,1263.89,1055.09,7.05,9.03,175.11,1915.22,8002.05,0.94,36.8,164.73,2028.08,7870.14,10.8979,0.02,309,1915,84.93,14.27,8.5762,3,6
3981,20,101,25.0023,0.622,80.0,462.54,536.73,1265.61,1054.79,7.05,9.02,174.88,1915.2,7997.22,0.94,36.82,164.46,2028.06,7870.57,10.8994,0.02,308,1915,84.93,14.23,8.5242,3,6
3984,20,104,25.0007,0.6207,80.0,462.54,537.01,1259.51,1047.15,7.05,9.03,175.46,1915.19,8002.05,0.94,36.7,164.78,2028.06,7869.74,10.9294,0.02,307,1915,84.93,14.23,8.6205,4,6
3990,20,110,25.0059,0.62,80.0,462.54,537.61,1264.92,1053.72,7.05,9.03,175.85,1915.19,8005.32,0.94,36.88,164.24,2028.06,7863.35,10.9089,0.02,308,1915,84.93,14.28,8.669,4,6
3992,20,112,25.0019,0.62,80.0,462.54,536.84,1258.22,1058.26,7.05,9.03,175.74,1915.15,7997.91,0.94,36.76,163.58,2028.0,7870.12,10.9325,0.02,309,1915,84.93,14.07,8.5777,4,6
3993,20,113,25.0063,0.62,80.0,462.54,536.99,1263.52,1044.13,7.05,9.03,175.61,1915.14,7999.42,0.94,36.78,164.51,2028.02,7867.81,10.8625,0.02,307,1915,84.93,14.18,8.3997,4,6
4000,20,120,25.0034,0.62,80.0,462.54,536.86,1266.75,1055.58,7.05,9.02,175.22,1915.11,7996.11,0.94,36.96,164.21,2028.02,7864.96,10.9158,0.02,308,1915,84.93,14.1,8.4933,4,6
4040,21,6,25.0064,0.6204,80.0,462.54,537.23,1259.62,1048.32,7.05,9.02,175.71,1915.07,8000.52,0.94,36.63,163.91,2027.97,7860.3,10.913,0.02,307,1915,84.93,14.36,8.5389,2,6
4043,21,9,25.0017,0.62,80.0,462.54,536.46,1263.1,1046.12,7.05,9.02,175.18,1915.08,7992.45,0.94,36.92,164.95,2028.03,7866.73,10.8806,0.02,309,1915,84.93,14.16,8.5429,2,6
4046,21,12,25.001,0.6203,80.0,462.54,536.62,1262.89,1056.11,7.05,9.03,175.27,1915.07,7997.74,0.94,36.83,164.29,2027.94,7866.7,10.9012,0.02,307,1915,84.93,14.33,8.6561,2,6
4063,21,29,24.9995,0.6214,80.0,462.54,537.25,1267.3,1047.82,7.05,9.02,174.81,1915.06,8002.24,0.94,36.69,164.55,2028.01,7866.86,10.9135,0.02,307,1915,84.93,14.15,8.4729,2,6
4066,21,32,25.0003,0.6216,80.0,462.54,536.31,1259.85,1054.1,7.05,9.02,175.08,1915.06,7992.86,0.94,36.73,164.47,2028.0,7862.29,10.9037,0.02,307,1915,84.93,14.1,8.4483,2,6
4080,21,46,25.0006,0.62,80.0,462.54,536.97,1263.78,1048.94,7.05,9.02,175.69,1915.08,8004.27,0.94,36.88,164.85,2027.94,7862.84,10.91,0.02,307,1915,84.93,14.44,8.5325,2,6
4088,21,54,25.0005,0.62,80.0,462.54,536.66,1265.82,1040.03,7.05,9.03,175.21,1915.12,7997.14,0.94,36.98,164.57,2027.96,7863.09,10.874,0.02,307,1915,84.93,14.17,8.5956,2,6
4094,21,60,24.9989,0.62,80.0,462.54,536.37,1266.61,1052.29,7.05,9.02,175.75,1915.1,8003.13,0.94,36.66,164.88,2027.93,7869.0,10.9367,0.02,307,1915,84.93,14.35,8.5398,3,6
4096,21,62,24.9995,0.6214,80.0,462.54,536.68,1260.04,1056.46,7.05,9.03,176.06,1915.09,8001.25,0.94,36.8,164.44,2027.98,7853.67,10.9078,0.02,308,1915,84.93,14.31,8.4001,3,6
4100,21,66,24.9997,0.62,80.0,462.54,536.35,1262.34,1053.23,7.05,9.02,176.27,1915.12,8005.12,0.94,36.73,164.81,2028.0,7862.22,10.9323,0.02,308,1915,84.93,14.5,8.5786,3,6
4110,21,76,24.9993,0.6204,80.0,462.54,536.95,1258.42,1052.41,7.05,9.03,175.7,1915.11,8005.44,0.94,36.61,164.2,2028.03,7863.42,10.8872,0.02,307,1915,84.93,14.28,8.375,3,6
4116,21,82,25.0004,0.6214,80.0,462.54,536.94,1260.11,1054.75,7.05,9.03,175.66,1915.05,7998.22,0.94,36.79,164.78,2027.99,7861.86,10.9081,0.02,306,1915,84.93,14.25,8.5923,3,6
4126,21,92,24.9985,0.62,80.0,462.54,537.17,1263.84,1053.3,7.05,9.03,175.38,1915.09,8009.83,0.94,36.99,164.52,2027.93,7859.79,10.9188,0.02,308,1915,84.93,14.1,8.575,3,6
4127,21,93,25.0019,0.6211,80.0,462.54,537.04,1264.09,1048.87,7.05,9.02,175.3,1915.13,7999.36,0.94,36.9,164.53,2027.95,7860.14,10.929,0.02,307,1915,84.93,14.36,8.5693,3,6
4128,21,94,25.004,0.62,80.0,462.54,536.86,1264.02,1057.51,7.05,9.03,175.05,1915.06,8007.44,0.94,36.9,164.68,2027.99,7866.87,10.9367,0.02,308,1915,84.93,14.07,8.5837,3,6
4131,21,97,25.0055,0.6207,80.0,462.54,536.87,1257.61,1055.96,7.05,9.03,175.48,1915.11,7995.58,0.94,36.91,164.01,2028.01,7864.11,10.9464,0.02,307,1915,84.93,14.22,8.544,3,6
4137,21,103,25.0009,0.62,80.0,462.54,537.34,1264.33,1052.05,7.05,9.02,174.85,1915.07,8006.5,0.94,36.84,164.5,2027.95,7854.56,10.9171,0.02,307,1915,84.93,14.2,8.5212,3,6
4147,21,113,25.0059,0.6218,80.0,462.54,536.64,1262.07,1050.27,7.05,9.03,174.8,1915.09,8000.57,0.94,36.88,165.01,2027.97,7860.88,10.8979,0.02,309,1915,84.93,14.32,8.4974,3,6
4156,21,122,25.007,0.62,80.0,462.54,536.8,1256.37,1051.99,7.05,9.02,175.22,1915.03,8010.24,0.94,36.87,164.51,2027.92,7861.38,10.9223,0.02,308,1915,84.93,14.31,8.5263,3,6
4161,21,127,25.0049,0.6205,80.0,462.54,537.26,1266.44,1056.72,7.05,9.03,175.5,1915.12,8001.05,0.94,36.71,164.73,2027.98,7863.94,10.9257,0.02,308,1915,84.93,14.28,8.4918,3,6
4173,21,139,25.0025,0.6208,80.0,462.54,537.14,1257.74,1051.44,7.05,9.03,175.51,1915.1,7998.8,0.94,36.96,164.41,2027.95,7864.54,10.9377,0.02,308,1915,84.93,14.07,8.5409,3,6
4175,21,141,25.0063,0.6202,80.0,462.54,537.37,1269.67,1055.01,7.05,9.03,175.12,1915.05,7992.61,0.94,36.94,164.47,2027.96,7861.73,10.9022,0.02,308,1915,84.93,14.3,8.4293,3,6
4181,21,147,25.0031,0.6205,80.0,462.54,536.57,1265.13,1056.02,7.05,9.03,174.95,1915.07,8004.72,0.94,36.93,164.93,2027.97,7861.95,10.8964,0.02,308,1915,84.93,14.28,8.6277,3,6
4187,21,153,25.0024,0.62,80.0,462.54,537.18,1266.49,1055.82,7.05,9.03,175.93,1915.1,7997.35,0.94,36.98,164.66,2027.91,7864.28,10.943,0.02,308,1915,84.93,14.29,8.4977,3,6
4206,21,172,25.0047,0.62,80.0,462.54,536.7,1268.82,1058.43,7.05,9.02,175.32,1915.01,7997.18,0.94,36.92,163.8,2027.89,7860.67,10.9617,0.02,309,1915,84.93,14.05,8.5628,4,6
4211,21,177,25.002,0.6209,80.0,462.54,537.45,1263.01,1055.8,7.05,9.03,175.54,1915.04,7996.14,0.94,37.25,164.53,2027.89,7859.1,10.948,0.02,310,1915,84.93,14.38,8.5782,4,6
4215,21,181,25.0074,0.62,80.0,462.54,537.63,1265.75,1058.6,7.05,9.02,174.78,1915.0,7994.52,0.94,37.31,164.39,2027.88,7858.31,10.947,0.02,309,1915,84.93,14.14,8.5255,4,6
4217,21,183,25.0066,0.62,80.0,462.54,536.3,1267.9,1058.27,7.05,9.03,175.04,1915.08,7997.6,0.94,36.96,164.05,2027.89,7864.79,10.9936,0.02,308,1915,84.93,14.08,8.5162,4,6
4219,21,185,25.0029,0.6213,80.0,462.54,537.45,1267.53,1064.02,7.05,9.03,174.94,1915.02,8004.32,0.94,37.23,164.41,2027.87,7858.34,11.0081,0.02,309,1915,84.93,14.14,8.4729,4,6
4220,21,186,25.0054,0.62,80.0,462.54,537.3,1267.98,1064.39,7.05,9.03,175.31,1914.96,7994.48,0.94,37.43,164.4,2027.83,7857.54,10.9941,0.02,307,1915,84.93,14.31,8.4669,4,6
4223,21,189,25.0049,0.6211,80.0,462.54,536.51,1264.54,1054.35,7.05,9.03,175.4,1914.99,7999.82,0.94,37.2,164.31,2027.93,7862.65,10.9738,0.02,310,1915,84.93,14.19,8.4138,4,6
4226,21,192,25.0017,0.62,80.0,462.54,537.47,1269.02,1065.29,7.05,9.03,175.1,1914.89,7999.1,0.94,37.31,163.94,2027.83,7860.22,10.9751,0.02,309,1915,84.93,14.09,8.5294,4,6
4231,21,197,25.0037,0.6203,80.0,462.54,537.12,1268.79,1059.74,7.05,9.03,175.22,1914.96,7995.15,0.94,37.14,163.85,2027.88,7858.11,10.989,0.02,310,1915,84.93,14.22,8.4745,4,6
4232,21,198,25.0007,0.6208,80.0,462.54,537.36,1270.32,1062.18,7.05,9.03,174.21,1914.9,7993.76,0.94,37.38,164.28,2027.82,7863.43,10.9613,0.02,309,1915,84.93,14.25,8.4194,4,6
4233,21,199,25.0011,0.62,80.0,462.54,537.42,1269.47,1062.39,7.05,9.03,174.68,1914.92,8003.64,0.94,37.11,164.34,2027.79,7859.25,10.9949,0.02,311,1915,84.93,13.93,8.4668,4,6
4239,21,205,25.0058,0.6201,80.0,462.54,537.14,1270.6,1066.84,7.05,9.03,174.1,1914.91,7991.09,0.93,37.38,164.22,2027.76,7856.91,11.0166,0.02,309,1915,84.93,14.07,8.6116,4,6
4252,22,13,25.0021,0.62,80.0,462.54,536.84,1259.93,1046.4,7.05,9.03,175.44,1915.37,8009.44,0.94,36.79,164.93,2028.21,7869.06,10.8455,0.02,305,1915,84.93,14.3,8.4927,2,6
4260,22,21,24.999,0.621,80.0,462.54,535.84,1255.22,1042.69,7.05,9.02,175.07,1915.23,8009.58,0.94,36.68,164.52,2028.22,7866.74,10.8616,0.02,306,1915,84.93,14.24,8.5597,2,6
4261,22,22,24.9981,0.6202,80.0,462.54,536.95,1254.9,1044.69,7.05,9.02,175.48,1915.28,8008.04,0.94,36.53,165.39,2028.28,7874.49,10.8812,0.02,306,1915,84.93,14.3,8.7316,2,6
4271,22,32,25.0031,0.6218,80.0,462.54,537.14,1262.18,1042.47,7.05,9.03,174.78,1915.25,8005.33,0.94,36.46,164.33,2028.22,7871.11,10.8735,0.02,307,1915,84.93,14.08,8.6217,2,6
4272,22,33,25.0075,0.6209,80.0,462.54,536.89,1259.25,1049.48,7.05,9.03,176.36,1915.35,8007.32,0.94,36.59,164.07,2028.24,7876.93,10.8768,0.02,307,1915,84.93,14.54,8.5594,2,6
4281,22,42,24.9988,0.62,80.0,462.54,536.88,1256.34,1045.27,7.05,9.03,175.95,1915.33,8005.87,0.94,36.54,165.17,2028.23,7874.3,10.8783,0.02,305,1915,84.93,14.13,8.539,2,6
4284,22,45,24.9991,0.6202,80.0,462.54,536.93,1257.93,1048.62,7.05,9.03,175.25,1915.35,8015.34,0.94,36.65,164.39,2028.25,7874.36,10.8788,0.02,308,1915,84.93,14.42,8.5525,2,6
4298,22,59,25.0061,0.62,80.0,462.54,536.45,1256.56,1047.13,7.05,9.03,175.76,1915.37,8012.59,0.94,36.54,165.21,2028.2,7869.02,10.8426,0.02,307,1915,84.93,14.4,8.6642,3,6
4300,22,61,25.0015,0.6208,80.0,462.54,536.95,1256.77,1040.76,7.05,9.02,175.76,1915.3,8006.07,0.94,36.49,164.86,2028.2,7873.21,10.8767,0.02,306,1915,84.93,14.37,8.6133,3,6
4313,22,74,25.0018,0.6213,80.0,462.54,536.23,1257.11,1053.0,7.05,9.02,175.47,1915.35,8015.92,0.94,36.71,164.85,2028.22,7872.29,10.8969,0.02,306,1915,84.93,14.48,8.6501,3,6
4316,22,77,25.0049,0.62,80.0,462.54,537.17,1264.92,1044.57,7.05,9.02,175.43,1915.25,8011.86,0.94,36.59,165.25,2028.21,7880.77,10.8676,0.02,306,1915,84.93,14.47,8.5379,3,6
4320,22,81,25.0064,0.6219,80.0,462.54,536.68,1256.19,1046.97,7.05,9.03,175.0,1915.33,8002.93,0.94,36.67,164.57,2028.2,7873.2,10.8968,0.02,306,1915,84.93,14.26,8.6067,3,6
4322,22,83,25.0068,0.6202,80.0,462.54,536.74,1262.03,1041.48,7.05,9.02,175.13,1915.37,8003.0,0.94,36.55,164.71,2028.21,7875.51,10.8256,0.02,307,1915,84.93,14.39,8.5908,3,6
4328,22,89,25.0018,0.62,80.0,462.54,536.81,1261.08,1049.8,7.05,9.02,175.65,1915.38,8013.46,0.94,36.6,165.29,2028.24,7874.0,10.9134,0.02,305,1915,84.93,14.08,8.696,3,6
4330,22,91,25.0048,0.6216,80.0,462.54,536.61,1261.66,1039.04,7.05,9.02,175.85,1915.42,8003.95,0.94,36.7,164.8,2028.27,7871.14,10.8679,0.02,307,1915,84.93,14.35,8.5765,3,6
4334,22,95,25.0014,0.62,80.0,462.54,536.78,1261.27,1035.97,7.05,9.03,175.51,1915.4,8013.05,0.94,36.7,165.08,2028.25,7875.27,10.8661,0.02,308,1915,84.93,14.3,8.5733,3,6
4335,22,96,25.0002,0.622,80.0,462.54,536.44,1261.64,1050.96,7.05,9.02,175.07,1915.35,8014.53,0.94,36.8,165.06,2028.25,7875.11,10.873,0.02,308,1915,84.93,14.19,8.5519,3,6
4345,22,106,25.0051,0.62,80.0,462.54,537.2,1260.92,1044.68,7.05,9.02,175.73,1915.38,8007.86,0.94,36.74,164.59,2028.25,7877.58,10.8886,0.02,309,1915,84.93,14.25,8.5716,3,6
4358,22,119,25.008,0.6214,80.0,462.54,536.74,1260.23,1048.41,7.05,9.03,175.54,1915.33,8011.4,0.94,36.82,164.47,2028.25,7873.5,10.8818,0.02,306,1915,84.93,14.54,8.6806,3,6
4370,22,131,25.0067,0.62,80.0,462.54,536.76,1259.27,1044.46,7.05,9.03,175.18,1915.39,8011.78,0.94,36.75,164.68,2028.24,7871.6,10.8894,0.02,307,1915,84.93,14.39,8.4758,3,6
4372,22,133,25.0062,0.62,80.0,462.54,536.49,1261.54,1050.36,7.05,9.03,174.98,1915.37,8017.41,0.94,36.72,164.78,2028.26,7875.12,10.9259,0.02,309,1915,84.93,14.17,8.4364,3,6
4382,22,143,25.0024,0.62,80.0,462.54,537.01,1259.84,1045.13,7.05,9.03,175.58,1915.38,8014.7,0.94,36.71,164.83,2028.33,7873.65,10.9193,0.02,307,1915,84.93,14.45,8.5741,3,6
4391,22,152,25.0056,0.6212,80.0,462.54,536.69,1263.2,1049.37,7.05,9.03,175.82,1915.37,8017.4,0.94,36.86,164.43,2028.28,7875.89,10.9205,0.02,309,1915,84.93,14.32,8.3646,3,6
4394,22,155,24.9993,0.62,80.0,462.54,536.63,1265.84,1045.06,7.05,9.03,174.9,1915.39,8012.39,0.94,36.71,163.76,2028.29,7875.4,10.8587,0.02,307,1915,84.93,14.13,8.5138,4,6
4417,22,178,24.9987,0.6217,80.0,462.54,537.6,1263.67,1055.8,7.05,9.03,175.3,1915.44,8017.38,0.94,37.1,164.37,2028.31,7877.8,10.9706,0.02,308,1915,84.93,14.18,8.5804,4,6
4419,22,180,24.9988,0.62,80.0,462.54,536.85,1261.6,1065.85,7.05,9.03,175.37,1915.43,8017.93,0.94,36.92,164.07,2028.34,7878.86,10.9466,0.02,308,1915,84.93,14.14,8.4997,4,6
4472,23,30,24.9997,0.6211,80.0,462.54,537.07,1267.28,1047.76,7.05,9.02,175.78,1915.19,8008.11,0.94,36.55,164.95,2028.08,7862.25,10.8749,0.02,308,1915,84.93,14.29,8.58,2,6
4476,23,34,25.0079,0.62,80.0,462.54,537.06,1267.72,1045.64,7.05,9.02,175.31,1915.21,8008.25,0.94,36.59,164.43,2028.09,7865.27,10.9154,0.02,307,1915,84.93,14.39,8.6673,2,6
4479,23,37,24.9991,0.62,80.0,462.54,536.55,1258.49,1050.66,7.05,9.03,175.67,1915.2,8013.05,0.94,36.74,164.83,2028.1,7869.36,10.9038,0.02,307,1915,84.93,14.37,8.5404,2,6
4489,23,47,25.0031,0.6219,80.0,462.54,536.78,1262.0,1052.86,7.05,9.03,175.63,1915.2,7998.94,0.94,36.77,165.13,2028.08,7865.19,10.9102,0.02,306,1915,84.93,14.26,8.5865,2,6
4491,23,49,25.0032,0.6218,80.0,462.54,536.79,1262.54,1042.41,7.05,9.02,174.94,1915.23,8002.91,0.94,36.71,164.61,2028.12,7866.58,10.8767,0.02,306,1915,84.93,14.45,8.5714,2,6
4501,23,59,25.0068,0.62,80.0,462.54,537.35,1268.98,1051.62,7.05,9.02,174.99,1915.17,8003.13,0.94,36.72,164.82,2028.06,7869.59,10.8838,0.02,308,1915,84.93,14.04,8.5664,2,6
4505,23,63,25.0002,0.62,80.0,462.54,537.23,1257.09,1042.14,7.05,9.02,175.39,1915.21,7997.26,0.94,36.69,164.74,2028.11,7871.0,10.8883,0.02,306,1915,84.93,14.16,8.5944,2,6
4510,23,68,25.0021,0.62,80.0,462.54,537.18,1262.29,1051.38,7.05,9.02,175.85,1915.21,8008.59,0.94,36.75,164.95,2028.05,7870.71,10.9088,0.02,309,1915,84.93,14.26,8.6377,3,6
4511,23,69,25.0053,0.6218,80.0,462.54,536.87,1258.96,1054.71,7.05,9.02,176.09,1915.18,7998.21,0.94,36.78,164.89,2028.09,7867.2,10.937,0.02,307,1915,84.93,14.31,8.5506,3,6
4524,23,82,24.9997,0.621,80.0,462.54,536.91,1267.07,1044.93,7.05,9.02,175.09,1915.19,8002.45,0.94,36.77,164.99,2028.05,7870.2,10.9129,0.02,306,1915,84.93,14.38,8.6158,3,6
4525,23,83,25.0048,0.62,80.0,462.54,537.16,1259.5,1047.3,7.05,9.03,175.77,1915.19,8007.65,0.94,36.94,164.31,2028.11,7868.64,10.8972,0.02,307,1915,84.93,14.28,8.5995,3,6
4526,23,84,25.004,0.6217,80.0,462.54,536.81,1264.04,1043.86,7.05,9.03,175.33,1915.11,8009.48,0.94,36.71,164.7,2028.08,7866.24,10.9052,0.02,309,1915,84.93,14.13,8.5749,3,6
4533,23,91,24.9988,0.62,80.0,462.54,537.06,1266.39,1054.27,7.05,9.03,175.49,1915.13,8007.11,0.94,36.93,164.28,2028.1,7864.96,10.9159,0.02,308,1915,84.93,14.39,8.5526,3,6
4553,23,111,25.0043,0.62,80.0,462.54,536.84,1260.58,1050.49,7.05,9.02,175.1,1915.11,8003.49,0.94,36.92,163.93,2028.08,7869.0,10.9017,0.02,307,1915,84.93,14.48,8.698,3,6
4579,23,137,25.0015,0.62,80.0,462.54,536.75,1266.32,1051.67,7.05,9.02,175.7,1915.16,8005.12,0.94,36.97,164.1,2028.03,7866.68,10.9094,0.02,306,1915,84.93,14.18,8.536,3,6
4582,23,140,25.0071,0.62,80.0,462.54,536.37,1264.51,1049.57,7.05,9.03,175.61,1915.14,8000.0,0.94,36.82,164.45,2027.99,7865.58,10.9321,0.02,308,1915,84.93,14.18,8.6685,3,6
4593,23,151,25.0007,0.62,80.0,462.54,536.11,1264.77,1051.47,7.05,9.02,174.94,1915.13,8005.63,0.94,37.06,164.45,2027.95,7862.95,10.909,0.02,307,1915,84.93,14.11,8.5398,3,6
4599,23,157,25.0048,0.6211,80.0,462.54,536.84,1266.25,1062.73,7.05,9.03,174.8,1915.1,7993.25,0.94,36.85,164.69,2027.97,7870.97,10.9127,0.02,308,1915,84.93,14.26,8.524,3,6
4601,23,159,25.0025,0.62,80.0,462.54,536.9,1266.89,1052.37,7.05,9.03,175.37,1915.08,8004.75,0.94,37.17,164.58,2027.98,7865.23,10.9401,0.02,307,1915,84.93,14.32,8.5151,3,6
4605,23,163,25.0027,0.62,80.0,462.54,537.07,1258.38,1057.04,7.05,9.03,174.63,1915.06,7998.84,0.94,37.01,164.5,2028.03,7866.27,10.9618,0.02,308,1915,84.93,14.07,8.4933,4,6
4610,23,168,25.0023,0.6204,80.0,462.54,536.97,1260.68,1053.82,7.05,9.03,175.11,1915.11,8003.26,0.94,36.9,164.31,2028.02,7867.72,10.9489,0.02,310,1915,84.93,14.1,8.5601,4,6
4618,23,176,25.0031,0.6219,80.0,462.54,537.75,1266.0,1054.8,7.05,9.03,176.11,1915.09,7998.83,0.94,37.08,164.01,2028.02,7866.6,10.9726,0.02,309,1915,84.93,14.24,8.5626,4,6
4624,23,182,24.9984,0.6219,80.0,462.54,536.67,1265.86,1059.41,7.05,9.03,175.15,1915.14,8004.28,0.94,37.02,164.68,2027.96,7863.57,10.9588,0.02,309,1915,84.93,14.28,8.6773,4,6
4632,23,190,25.0065,0.62,80.0,462.54,537.4,1263.26,1057.18,7.05,9.03,174.75,1915.06,8002.37,0.94,37.12,163.91,2027.88,7863.57,10.9619,0.02,309,1915,84.93,14.24,8.4009,4,6
4634,23,192,25.0042,0.62,80.0,462.54,537.11,1264.29,1060.3,7.05,9.03,175.7,1914.96,7996.02,0.94,36.98,164.55,2027.93,7863.11,10.9676,0.02,308,1915,84.93,14.06,8.5856,4,6
4644,23,202,25.0057,0.6216,80.0,462.54,537.54,1270.4,1065.64,7.05,9.03,175.2,1915.04,8000.81,0.94,37.23,163.72,2027.85,7858.03,10.9726,0.02,310,1915,84.93,14.17,8.4566,4,6
4656,24,1,25.0025,0.6212,80.0,462.54,536.31,1256.13,1046.76,7.05,9.03,175.89,1915.38,8007.61,0.94,36.32,165.48,2028.24,7873.56,10.8814,0.02,308,1915,84.93,14.28,8.4913,2,6
4660,24,5,25.0063,0.6215,80.0,462.54,536.58,1254.82,1040.11,7.05,9.03,175.95,1915.44,8009.32,0.94,36.48,164.56,2028.34,7876.05,10.8862,0.02,306,1915,84.93,14.46,8.6744,2,6
4663,24,8,25.0053,0.6203,80.0,462.54,536.34,1254.11,1047.39,7.05,9.02,175.19,1915.44,8014.2,0.94,36.35,164.55,2028.31,7874.58,10.8408,0.02,305,1915,84.93,14.33,8.5057,2,6
4667,24,12,25.0067,0.6206,80.0,462.54,536.29,1251.99,1043.11,7.05,9.03,176.23,1915.44,8014.51,0.94,36.44,164.95,2028.3,7872.68,10.8509,0.02,307,1915,84.93,14.51,8.5723,2,6
4675,24,20,25.0066,0.62,80.0,462.54,536.11,1255.87,1034.03,7.05,9.02,175.71,1915.42,8011.92,0.94,36.33,165.05,2028.33,7873.98,10.7966,0.02,308,1915,84.93,14.26,8.5561,2,6
4688,24,33,25.0061,0.62,80.0,462.54,536.35,1258.21,1034.5,7.05,9.02,175.47,1915.46,8016.35,0.94,36.63,164.66,2028.3,7880.52,10.8796,0.02,305,1915,84.93,14.18,8.5535,2,6
4698,24,43,24.9987,0.62,80.0,462.54,536.84,1258.79,1044.04,7.05,9.03,175.63,1915.4,8010.42,0.94,36.63,164.58,2028.29,7877.26,10.8599,0.02,307,1915,84.93,14.32,8.6262,3,6
4716,24,61,25.0019,0.621,80.0,462.54,536.71,1254.65,1041.59,7.05,9.03,175.29,1915.44,8012.28,0.94,36.71,164.92,2028.34,7872.6,10.8333,0.02,306,1915,84.93,14.3,8.681,3,6
4732,24,77,24.9999,0.6211,80.0,462.54,536.92,1252.94,1041.47,7.05,9.03,174.85,1915.37,8007.8,0.94,36.39,165.09,2028.26,7875.76,10.8873,0.02,306,1915,84.93,14.28,8.4696,3,6
4733,24,78,25.0052,0.62,80.0,462.54,536.36,1255.51,1042.21,7.05,9.03,175.94,1915.38,8013.22,0.94,36.57,164.98,2028.32,7876.07,10.8697,0.02,307,1915,84.93,14.35,8.5916,3,6
4734,24,79,25.0026,0.6215,80.0,462.54,536.49,1263.14,1040.23,7.05,9.03,175.93,1915.39,8005.81,0.94,36.76,164.76,2028.2,7877.9,10.8343,0.02,306,1915,84.93,14.23,8.5794,3,6
4735,24,80,25.0064,0.62,80.0,462.54,536.07,1248.73,1039.16,7.05,9.02,174.96,1915.43,8010.37,0.94,36.47,164.57,2028.27,7876.95,10.8506,0.02,307,1915,84.93,14.44,8.5337,3,6
4742,24,87,25.0062,0.62,80.0,462.54,536.77,1258.95,1040.35,7.05,9.03,176.2,1915.35,8008.17,0.94,36.57,164.54,2028.27,7872.51,10.8612,0.02,307,1915,84.93,14.32,8.5521,3,6
4761,24,106,25.0054,0.6201,80.0,462.54,536.52,1252.21,1050.55,7.05,9.02,175.64,1915.42,8012.14,0.94,36.4,165.18,2028.23,7873.3,10.8463,0.02,307,1915,84.93,14.26,8.5058,3,6
4766,24,111,24.9986,0.6208,80.0,462.54,536.21,1260.53,1037.36,7.05,9.03,174.76,1915.42,8011.18,0.94,36.64,164.95,2028.25,7878.29,10.889,0.02,306,1915,84.93,14.27,8.59,3,6
4781,24,126,24.9995,0.6201,80.0,462.54,536.47,1265.8,1040.33,7.05,9.03,175.22,1915.34,8013.09,0.94,36.69,164.38,2028.25,7873.69,10.8911,0.02,306,1915,84.93,14.22,8.6074,3,6
4788,24,133,25.0021,0.6219,80.0,462.54,537.13,1258.82,1058.44,7.05,9.02,175.77,1915.38,8005.66,0.94,36.77,164.5,2028.28,7873.02,10.9094,0.02,306,1915,84.93,14.29,8.5917,3,6
4791,24,136,25.0079,0.6214,80.0,462.54,536.59,1259.83,1045.36,7.05,9.02,175.73,1915.29,8016.12,0.94,36.76,164.69,2028.2,7876.98,10.8769,0.02,306,1915,84.93,14.27,8.5523,3,6
4807,24,152,25.0064,0.62,80.0,462.54,536.74,1271.53,1044.83,7.05,9.03,175.85,1915.3,8000.45,0.94,37.02,164.38,2028.19,7869.12,10.9485,0.02,307,1915,84.93,14.26,8.5498,4,6
4815,24,160,24.9997,0.6219,80.0,462.54,537.06,1264.14,1052.97,7.05,9.03,175.15,1915.24,8007.86,0.94,36.83,164.58,2028.13,7869.52,10.9031,0.02,307,1915,84.93,14.46,8.5235,4,6
4829,24,174,25.0022,0.6202,80.0,462.54,536.7,1268.67,1052.84,7.05,9.03,175.99,1915.12,8003.07,0.94,37.05,164.91,2028.07,7867.26,10.9954,0.02,309,1915,84.93,14.21,8.5054,4,6
4833,24,178,24.9981,0.6215,80.0,462.54,537.17,1266.29,1055.46,7.05,9.03,175.68,1915.13,8004.32,0.94,37.04,164.32,2028.05,7870.11,10.9618,0.02,309,1915,84.93,14.21,8.3981,4,6
4842,24,187,24.9992,0.6219,80.0,462.54,536.5,1269.77,1064.92,7.05,9.03,175.05,1915.04,8000.46,0.94,37.22,164.38,2027.99,7865.75,10.9919,0.02,309,1915,84.93,14.21,8.4838,4,6
