unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
9793,46,251,35.005,0.84,60.0,449.44,556.4,1372.19,1145.95,5.48,8.0,194.15,2222.91,8351.68,1.02,42.37,182.75,2388.03,8062.12,9.4348,0.02,335,2223,100.0,14.71,8.8725,4,4
9795,46,253,42.0009,0.84,40.0,445.0,549.99,1368.71,1133.92,3.91,5.72,138.51,2211.75,8321.7,1.02,42.59,130.4,2387.81,8079.36,9.4529,0.02,334,2212,100.0,10.49,6.2672,4,4
9799,46,257,42.0053,0.8402,40.0,445.0,550.31,1355.71,1134.01,3.91,5.71,137.66,2211.74,8320.55,1.02,42.59,130.05,2387.77,8077.87,9.4157,0.02,332,2212,100.0,10.6,6.2564,4,4
9800,46,258,42.005,0.841,40.0,445.0,550.45,1356.87,1140.85,3.91,5.72,138.3,2211.73,8323.85,1.02,42.61,130.39,2387.75,8080.62,9.424,0.02,333,2212,100.0,10.52,6.2521,4,4
9804,46,262,42.0022,0.84,40.0,445.0,549.99,1362.27,1147.16,3.91,5.72,138.41,2211.69,8322.6,1.02,42.63,130.1,2387.82,8082.89,9.4325,0.02,332,2212,100.0,10.44,6.3327,4,4
9805,46,263,41.9981,0.8416,40.0,445.0,549.74,1365.97,1135.41,3.91,5.72,137.63,2211.78,8322.3,1.02,42.58,129.98,2387.77,8083.9,9.4415,0.02,334,2212,100.0,10.28,6.4149,4,4
9808,46,266,42.0022,0.84,40.0,445.0,550.26,1367.94,1141.21,3.91,5.72,138.04,2211.71,8327.52,1.02,42.62,129.75,2387.75,8078.58,9.4329,0.02,333,2212,100.0,10.63,6.2855,4,4
9809,46,267,42.0005,0.84,40.0,445.0,550.49,1359.31,1145.8,3.91,5.72,136.88,2211.74,8327.27,1.02,42.68,130.35,2387.76,8083.44,9.4399,0.02,334,2212,100.0,10.37,6.149,4,4
9810,46,268,34.9988,0.8405,60.0,449.44,556.51,1372.77,1141.15,5.48,8.0,194.01,2222.94,8353.3,1.02,42.53,182.84,2387.98,8062.32,9.4193,0.02,336,2223,100.0,14.69,8.8244,4,4
9814,46,272,41.9987,0.841,40.0,445.0,550.39,1365.4,1143.16,3.91,5.72,138.65,2211.75,8317.89,1.02,42.7,130.08,2387.73,8081.38,9.452,0.02,334,2212,100.0,10.31,6.229,4,4
9815,46,273,42.0065,0.8403,40.0,445.0,550.31,1354.4,1144.49,3.91,5.72,138.21,2211.62,8320.05,1.02,42.78,130.14,2387.69,8080.14,9.4436,0.02,334,2212,100.0,10.66,6.2311,4,4
9818,46,276,35.0079,0.8415,60.0,449.44,556.65,1380.14,1146.67,5.48,8.0,193.69,2222.91,8349.16,1.02,42.54,182.27,2388.0,8069.2,9.4219,0.02,336,2223,100.0,14.72,8.7575,4,4
9819,46,277,42.0028,0.841,40.0,445.0,550.05,1361.49,1139.64,3.91,5.72,137.91,2211.75,8331.11,1.02,42.98,130.01,2387.75,8080.73,9.4667,0.02,333,2212,100.0,10.52,6.2529,4,4
9823,47,4,42.0042,0.8413,40.0,445.0,549.28,1350.0,1120.07,3.91,5.71,138.92,2212.14,8325.36,1.02,41.66,131.2,2388.14,8093.84,9.3036,0.02,330,2212,100.0,10.57,6.4301,1,4
9825,47,6,42.0014,0.84,40.0,445.0,549.37,1346.3,1120.72,3.91,5.72,139.24,2212.06,8329.56,1.02,41.83,130.6,2388.16,8089.26,9.3007,0.02,329,2212,100.0,10.77,6.3655,1,4
9832,47,13,35.0068,0.84,60.0,449.44,555.26,1360.61,1119.84,5.48,8.0,194.76,2223.02,8356.58,1.02,41.7,183.74,2388.11,8074.87,9.2915,0.02,334,2223,100.0,14.89,8.8919,1,4
9833,47,14,35.0041,0.84,60.0,449.44,555.21,1359.21,1119.29,5.48,8.0,194.78,2223.1,8351.58,1.02,41.57,183.48,2388.16,8074.61,9.2484,0.02,333,2223,100.0,14.79,8.8889,1,4
9837,47,18,34.999,0.84,60.0,449.44,555.5,1355.24,1117.23,5.48,8.0,194.53,2223.12,8356.09,1.03,41.73,183.58,2388.2,8077.13,9.2957,0.02,333,2223,100.0,14.88,8.9,1,4
9842,47,23,42.0058,0.84,40.0,445.0,549.12,1342.98,1123.35,3.91,5.72,138.97,2212.08,8329.63,1.02,41.98,130.9,2388.15,8090.25,9.3204,0.02,329,2212,100.0,10.71,6.4278,1,4
9843,47,24,35.0017,0.84,60.0,449.44,555.56,1359.24,1120.59,5.48,8.0,195.32,2223.09,8354.76,1.02,41.72,182.97,2388.16,8072.6,9.2872,0.02,334,2223,100.0,14.89,8.9854,1,4
9844,47,25,42.0064,0.8404,40.0,445.0,548.79,1351.89,1127.17,3.91,5.72,139.12,2212.05,8323.59,1.02,41.9,130.74,2388.15,8094.82,9.3024,0.02,329,2212,100.0,10.48,6.3063,1,4
9845,47,26,42.0014,0.84,40.0,445.0,549.5,1344.74,1118.61,3.91,5.71,138.26,2212.12,8331.33,1.02,41.71,130.92,2388.19,8092.29,9.3362,0.02,331,2212,100.0,10.71,6.4937,1,4
9846,47,27,42.0038,0.8411,40.0,445.0,549.21,1342.59,1119.22,3.91,5.71,139.18,2212.05,8326.53,1.02,41.78,130.88,2388.16,8093.05,9.3208,0.02,329,2212,100.0,10.51,6.3669,1,4
9848,47,29,42.0056,0.8402,40.0,445.0,549.73,1343.78,1121.45,3.91,5.71,139.09,2212.17,8325.66,1.02,41.76,131.04,2388.26,8090.7,9.3268,0.02,330,2212,100.0,10.55,6.4822,2,4
9857,47,38,42.0059,0.84,40.0,445.0,549.27,1339.03,1119.95,3.91,5.71,138.98,2212.11,8326.4,1.02,41.76,130.65,2388.19,8101.31,9.282,0.02,330,2212,100.0,10.64,6.4387,2,4
9859,47,40,42.0012,0.84,40.0,445.0,549.17,1343.78,1122.12,3.91,5.72,139.3,2212.06,8325.23,1.02,41.79,130.95,2388.17,8098.77,9.2961,0.02,329,2212,100.0,10.78,6.3824,2,4
9862,47,43,35.0073,0.8415,60.0,449.44,555.4,1355.85,1120.95,5.48,8.0,194.38,2223.06,8362.47,1.02,41.6,183.24,2388.15,8072.29,9.2751,0.02,332,2223,100.0,14.99,8.9608,2,4
9863,47,44,42.0067,0.8409,40.0,445.0,549.05,1348.76,1107.9,3.91,5.71,139.05,2212.07,8326.84,1.02,41.83,130.87,2388.2,8096.88,9.3365,0.02,330,2212,100.0,10.76,6.5003,2,4
9864,47,45,35.0021,0.84,60.0,449.44,555.09,1362.05,1119.14,5.48,8.0,194.8,2223.07,8359.36,1.02,41.53,183.54,2388.19,8071.05,9.2931,0.02,332,2223,100.0,14.91,9.0142,2,4
9865,47,46,34.9995,0.8414,60.0,449.44,555.36,1364.03,1120.24,5.48,8.0,194.78,2223.09,8359.5,1.02,41.54,183.52,2388.16,8077.79,9.2967,0.02,332,2223,100.0,14.99,9.0288,2,4
9866,47,47,34.9987,0.84,60.0,449.44,555.58,1365.2,1122.19,5.48,8.0,194.68,2223.07,8352.05,1.02,41.58,183.48,2388.12,8075.02,9.292,0.02,334,2223,100.0,14.98,9.0624,2,4
9868,47,49,42.0049,0.84,40.0,445.0,549.43,1353.46,1123.82,3.91,5.72,138.5,2212.17,8335.05,1.02,41.94,130.65,2388.16,8095.46,9.2955,0.02,330,2212,100.0,10.63,6.4003,2,4
9869,47,50,41.9996,0.84,40.0,445.0,549.64,1350.18,1125.17,3.91,5.71,139.26,2212.05,8325.81,1.02,41.86,130.53,2388.16,8094.86,9.3132,0.02,331,2212,100.0,10.63,6.4392,2,4
9871,47,52,35.0076,0.8417,60.0,449.44,555.46,1360.75,1123.52,5.48,8.0,194.84,2223.13,8353.72,1.02,41.59,183.22,2388.2,8074.47,9.2758,0.02,335,2223,100.0,15.07,8.992,2,4
9872,47,53,35.0011,0.84,60.0,449.44,555.65,1358.95,1127.97,5.48,8.0,195.07,2223.05,8357.13,1.02,41.67,183.09,2388.25,8077.21,9.286,0.02,333,2223,100.0,14.95,8.9525,2,4
9873,47,54,35.0052,0.8415,60.0,449.44,554.86,1364.64,1120.71,5.48,8.0,194.85,2223.09,8361.62,1.03,41.71,183.5,2388.19,8076.89,9.2913,0.02,334,2223,100.0,14.99,9.0468,2,4
9876,47,57,35.0035,0.8418,60.0,449.44,555.69,1360.83,1118.52,5.48,8.0,195.13,2223.07,8360.68,1.03,41.83,183.55,2388.21,8080.84,9.2672,0.02,333,2223,100.0,14.88,8.9057,2,4
9878,47,59,42.0028,0.84,40.0,445.0,549.6,1353.21,1123.03,3.91,5.72,138.56,2212.09,8328.18,1.02,41.8,130.6,2388.14,8093.08,9.3228,0.02,332,2212,100.0,10.62,6.4013,2,4
9880,47,61,42.0048,0.84,40.0,445.0,549.78,1347.95,1122.58,3.91,5.72,138.78,2212.05,8329.29,1.02,41.87,130.66,2388.21,8093.81,9.3298,0.02,330,2212,100.0,10.74,6.3558,2,4
9881,47,62,35.0068,0.8412,60.0,449.44,555.28,1359.37,1118.47,5.48,8.0,194.77,2223.13,8355.11,1.02,41.67,182.91,2388.18,8079.62,9.2782,0.02,334,2223,100.0,14.93,9.0108,2,4
9885,47,66,42.0039,0.8417,40.0,445.0,549.44,1346.59,1116.77,3.91,5.72,138.33,2212.16,8331.55,1.02,41.9,130.88,2388.21,8098.67,9.3397,0.02,328,2212,100.0,10.64,6.2216,2,4
9889,47,70,35.0056,0.8412,60.0,449.44,555.13,1356.62,1122.45,5.48,8.0,195.62,2223.1,8351.44,1.02,41.43,183.15,2388.2,8075.65,9.3067,0.02,333,2223,100.0,15.1,8.9452,2,4
9892,47,73,42.0033,0.84,40.0,445.0,549.09,1348.39,1116.72,3.91,5.71,139.4,2212.1,8333.06,1.02,42.02,131.0,2388.25,8096.51,9.3234,0.02,329,2212,100.0,10.63,6.5307,2,4
9900,47,81,42.0013,0.841,40.0,445.0,549.38,1345.29,1124.02,3.91,5.71,138.44,2212.18,8330.14,1.02,41.92,131.08,2388.23,8095.24,9.326,0.02,330,2212,100.0,10.49,6.3488,3,4
9901,47,82,42.0054,0.841,40.0,445.0,549.56,1347.77,1117.98,3.91,5.71,138.63,2212.16,8329.2,1.02,41.65,130.91,2388.2,8093.12,9.3194,0.02,330,2212,100.0,10.62,6.342,3,4
9902,47,83,42.0026,0.8408,40.0,445.0,549.09,1345.01,1123.1,3.91,5.71,138.94,2212.07,8338.21,1.02,41.88,130.75,2388.22,8095.93,9.3214,0.02,331,2212,100.0,10.55,6.3656,3,4
9903,47,84,42.0075,0.8403,40.0,445.0,549.83,1352.82,1121.15,3.91,5.71,138.59,2212.08,8333.78,1.02,41.84,130.78,2388.26,8086.82,9.3456,0.02,329,2212,100.0,10.67,6.2897,3,4
9905,47,86,42.0026,0.8403,40.0,445.0,548.74,1348.95,1123.35,3.91,5.72,139.22,2212.03,8325.93,1.02,41.73,130.61,2388.17,8095.3,9.3078,0.02,329,2212,100.0,10.68,6.3897,3,4
9908,47,89,35.0029,0.84,60.0,449.44,556.05,1355.9,1121.95,5.48,8.0,194.95,2223.08,8355.81,1.02,41.72,183.86,2388.2,8076.6,9.2944,0.02,333,2223,100.0,14.96,9.0122,3,4
9910,47,91,35.0051,0.842,60.0,449.44,555.36,1360.32,1124.22,5.48,8.0,194.06,2223.13,8362.55,1.02,41.55,183.34,2388.3,8074.54,9.2389,0.02,331,2223,100.0,14.99,8.9248,3,4
9911,47,92,42.003,0.8419,40.0,445.0,549.24,1353.64,1120.68,3.91,5.71,139.31,2212.07,8324.11,1.02,41.85,130.78,2388.18,8090.14,9.3512,0.02,330,2212,100.0,10.65,6.4649,3,4
9912,47,93,35.0078,0.84,60.0,449.44,555.23,1359.11,1118.77,5.48,8.0,194.88,2223.06,8360.83,1.02,41.76,183.67,2388.2,8078.73,9.2768,0.02,333,2223,100.0,14.96,8.9531,3,4
9919,47,100,42.0058,0.84,40.0,445.0,549.61,1350.87,1116.86,3.91,5.72,138.56,2212.17,8330.41,1.02,41.97,130.76,2388.2,8096.88,9.3166,0.02,328,2212,100.0,10.54,6.5396,3,4
9920,47,101,42.0048,0.84,40.0,445.0,549.06,1350.27,1122.89,3.91,5.71,139.33,2212.07,8323.78,1.02,42.09,130.75,2388.17,8091.76,9.3655,0.02,330,2212,100.0,10.83,6.4377,3,4
9922,47,103,35.0013,0.8415,60.0,449.44,555.69,1357.05,1125.79,5.48,8.0,195.45,2223.07,8355.01,1.02,41.79,183.62,2388.21,8071.93,9.2782,0.02,333,2223,100.0,14.81,8.832,3,4
9923,47,104,42.0024,0.8408,40.0,445.0,548.83,1349.7,1115.12,3.91,5.71,138.6,2212.04,8332.66,1.02,41.82,130.54,2388.23,8093.7,9.3225,0.02,331,2212,100.0,10.64,6.4164,3,4
9924,47,105,35.0018,0.8406,60.0,449.44,555.57,1365.82,1127.56,5.48,8.0,194.73,2223.15,8366.18,1.02,41.79,183.99,2388.28,8081.26,9.2783,0.02,333,2223,100.0,14.91,8.8992,3,4
9926,47,107,42.0037,0.8403,40.0,445.0,548.87,1342.78,1120.04,3.91,5.72,139.66,2212.07,8328.86,1.02,42.02,130.58,2388.18,8089.72,9.3307,0.02,331,2212,100.0,10.7,6.3855,3,4
9928,47,109,35.0036,0.8409,60.0,449.44,554.97,1363.57,1120.25,5.48,8.0,194.44,2223.15,8349.92,1.02,41.79,182.92,2388.22,8071.2,9.2883,0.02,333,2223,100.0,14.89,8.8241,3,4
9929,47,110,42.0047,0.8404,40.0,445.0,549.07,1354.27,1124.74,3.91,5.72,138.31,2212.13,8334.99,1.02,41.81,130.54,2388.19,8093.74,9.3361,0.02,330,2212,100.0,10.7,6.3684,3,4
9930,47,111,41.9998,0.84,40.0,445.0,549.45,1351.04,1123.29,3.91,5.71,138.91,2212.1,8331.38,1.02,41.95,130.84,2388.2,8090.02,9.337,0.02,331,2212,100.0,10.56,6.3413,3,4
9932,47,113,42.001,0.8401,40.0,445.0,549.29,1347.0,1124.17,3.91,5.71,138.9,2212.12,8330.8,1.02,41.75,130.62,2388.23,8099.55,9.3776,0.02,331,2212,100.0,10.47,6.3351,3,4
9936,47,117,42.0026,0.84,40.0,445.0,549.34,1347.06,1124.94,3.91,5.72,138.42,2212.15,8333.77,1.02,41.91,130.83,2388.26,8096.89,9.3393,0.02,330,2212,100.0,10.54,6.3822,3,4
9937,47,118,42.0063,0.8407,40.0,445.0,549.42,1350.21,1120.68,3.91,5.71,139.34,2212.17,8331.47,1.02,41.95,130.39,2388.24,8097.67,9.2989,0.02,330,2212,100.0,10.73,6.4468,3,4
9941,47,122,42.0003,0.84,40.0,445.0,549.21,1345.03,1126.65,3.91,5.71,139.03,2212.15,8330.33,1.02,41.96,130.26,2388.2,8093.94,9.361,0.02,329,2212,100.0,10.74,6.3006,3,4
9943,47,124,35.0062,0.841,60.0,449.44,555.14,1363.92,1128.67,5.48,8.0,193.98,2223.11,8364.18,1.02,41.82,183.4,2388.21,8079.84,9.2438,0.02,335,2223,100.0,15.0,8.935,3,4
9948,47,129,41.9985,0.8404,40.0,445.0,549.57,1356.99,1122.44,3.91,5.72,138.78,2212.09,8328.63,1.02,41.8,130.7,2388.25,8097.15,9.3238,0.02,331,2212,100.0,10.5,6.3434,3,4
9949,47,130,35.0048,0.84,60.0,449.44,555.37,1365.16,1125.97,5.48,8.0,194.54,2223.09,8359.85,1.02,41.85,183.77,2388.22,8082.49,9.3076,0.02,333,2223,100.0,14.68,8.9869,3,4
9951,47,132,35.0067,0.8403,60.0,449.44,555.61,1360.55,1126.3,5.48,8.0,195.1,2223.2,8359.46,1.03,41.84,182.84,2388.27,8079.89,9.2959,0.02,334,2223,100.0,14.86,8.8979,3,4
9953,47,134,42.0026,0.8412,40.0,445.0,549.39,1356.79,1119.51,3.91,5.72,138.44,2212.15,8325.59,1.02,41.97,130.76,2388.21,8094.84,9.3583,0.02,330,2212,100.0,10.59,6.3313,3,4
9955,47,136,35.0028,0.84,60.0,449.44,555.58,1364.02,1132.31,5.48,8.0,194.58,2223.17,8367.26,1.02,41.79,183.46,2388.31,8079.17,9.36,0.02,333,2223,100.0,14.75,8.9429,3,4
9956,47,137,41.9981,0.8411,40.0,445.0,548.65,1350.64,1123.29,3.91,5.72,139.34,2212.11,8328.12,1.03,41.79,131.27,2388.21,8099.49,9.3691,0.02,329,2212,100.0,10.71,6.4186,3,4
9957,47,138,35.0027,0.84,60.0,449.44,555.84,1363.22,1128.76,5.48,8.0,194.54,2223.19,8357.85,1.02,41.77,183.31,2388.23,8076.9,9.3076,0.02,333,2223,100.0,14.76,8.9078,3,4
9959,47,140,35.0026,0.8418,60.0,449.44,555.7,1365.78,1123.88,5.48,8.0,195.22,2223.08,8358.51,1.02,41.75,182.9,2388.25,8077.69,9.3218,0.02,335,2223,100.0,14.84,8.8726,3,4
9961,47,142,42.0074,0.8415,40.0,445.0,550.0,1354.33,1125.97,3.91,5.71,139.47,2212.19,8331.47,1.02,41.94,130.71,2388.2,8103.87,9.3614,0.02,330,2212,100.0,10.73,6.3824,3,4
9962,47,143,35.0072,0.84,60.0,449.44,555.99,1368.63,1132.64,5.48,8.0,195.29,2223.11,8359.29,1.02,41.87,182.63,2388.22,8077.57,9.2931,0.02,332,2223,100.0,14.9,8.9948,3,4
9964,47,145,41.9994,0.8409,40.0,445.0,549.32,1349.58,1125.36,3.91,5.72,140.16,2212.14,8330.81,1.02,42.0,130.82,2388.25,8095.33,9.3019,0.02,332,2212,100.0,10.75,6.3498,3,4
9965,47,146,35.0079,0.84,60.0,449.44,555.81,1355.01,1131.69,5.48,8.0,195.1,2223.19,8356.36,1.02,41.9,183.67,2388.28,8084.67,9.3228,0.02,335,2223,100.0,14.74,8.7654,3,4
9966,47,147,42.0036,0.84,40.0,445.0,549.66,1358.86,1128.9,3.91,5.71,138.74,2212.17,8333.83,1.02,42.04,130.71,2388.21,8099.66,9.3346,0.02,330,2212,100.0,10.66,6.39,3,4
9967,47,148,42.0054,0.8413,40.0,445.0,549.89,1354.57,1120.98,3.91,5.72,137.99,2212.12,8336.26,1.02,42.04,130.25,2388.3,8096.12,9.3258,0.02,330,2212,100.0,10.56,6.4366,3,4
9968,47,149,35.0067,0.8413,60.0,449.44,555.43,1368.4,1129.54,5.48,8.0,195.13,2223.21,8360.68,1.02,41.74,183.56,2388.21,8079.64,9.2995,0.02,334,2223,100.0,14.93,8.8728,3,4
9972,47,153,35.0047,0.8401,60.0,449.44,556.17,1364.73,1126.07,5.48,8.0,194.57,2223.18,8361.47,1.02,41.9,182.62,2388.27,8072.98,9.3026,0.02,335,2223,100.0,14.82,8.9375,3,4
9975,47,156,41.9982,0.84,40.0,445.0,549.67,1350.12,1127.33,3.91,5.72,138.38,2212.18,8334.55,1.02,42.22,130.6,2388.25,8093.94,9.3303,0.02,330,2212,100.0,10.69,6.4152,3,4
9978,47,159,35.0029,0.84,60.0,449.44,555.79,1366.2,1129.34,5.48,8.0,194.59,2223.25,8368.01,1.03,41.91,183.12,2388.3,8078.32,9.2838,0.02,334,2223,100.0,14.79,8.8128,3,4
9979,47,160,42.002,0.8413,40.0,445.0,549.71,1355.35,1122.94,3.91,5.72,138.78,2212.18,8342.18,1.02,42.07,130.53,2388.26,8095.28,9.3607,0.02,330,2212,100.0,10.5,6.332,3,4
9981,47,162,35.0047,0.84,60.0,449.44,556.01,1365.57,1130.86,5.48,8.0,194.96,2223.2,8364.86,1.02,41.94,183.21,2388.32,8082.86,9.3359,0.02,334,2223,100.0,14.8,8.841,3,4
9983,47,164,42.0012,0.8415,40.0,445.0,549.77,1354.2,1127.0,3.91,5.72,137.86,2212.21,8339.08,1.02,41.97,131.02,2388.29,8097.82,9.3615,0.02,332,2212,100.0,10.79,6.3583,3,4
9985,47,166,42.0069,0.84,40.0,445.0,549.37,1348.53,1130.08,3.91,5.72,138.54,2212.18,8345.26,1.02,42.23,130.7,2388.28,8102.21,9.3378,0.02,331,2212,100.0,10.44,6.3531,3,4
9986,47,167,35.0068,0.84,60.0,449.44,555.95,1362.26,1131.84,5.48,8.0,195.47,2223.16,8365.45,1.02,41.8,183.4,2388.24,8088.33,9.3258,0.02,334,2223,100.0,14.85,8.9302,3,4
9994,47,175,42.0008,0.8404,40.0,445.0,550.12,1351.06,1131.1,3.91,5.72,138.77,2212.14,8337.72,1.02,42.09,130.96,2388.28,8101.91,9.3566,0.02,331,2212,100.0,10.49,6.3442,3,4
9995,47,176,42.0003,0.84,40.0,445.0,550.02,1347.37,1128.89,3.91,5.72,138.21,2212.14,8337.35,1.02,42.16,130.74,2388.25,8099.95,9.3799,0.02,330,2212,100.0,10.57,6.3294,3,4
9996,47,177,42.0065,0.8419,40.0,445.0,549.56,1354.39,1124.17,3.91,5.72,138.34,2212.18,8347.25,1.02,42.33,130.75,2388.25,8098.97,9.3896,0.02,330,2212,100.0,10.76,6.3305,4,4
9999,47,180,35.0005,0.8406,60.0,449.44,556.23,1367.83,1141.31,5.48,8.0,194.29,2223.29,8370.83,1.02,42.02,182.51,2388.34,8087.39,9.336,0.02,334,2223,100.0,14.9,8.9285,4,4
10002,47,183,42.0009,0.84,40.0,445.0,549.96,1359.23,1134.53,3.91,5.71,138.96,2212.23,8336.88,1.02,42.12,130.44,2388.33,8108.07,9.377,0.02,331,2212,100.0,10.71,6.1937,4,4
10005,47,186,41.9985,0.8405,40.0,445.0,549.57,1352.45,1132.84,3.91,5.72,138.5,2212.21,8338.08,1.02,41.99,130.4,2388.38,8103.24,9.3665,0.02,332,2212,100.0,10.59,6.3268,4,4
10011,47,192,35.0006,0.84,60.0,449.44,556.09,1373.6,1133.88,5.48,8.0,194.35,2223.26,8369.75,1.02,42.35,183.45,2388.37,8079.54,9.3834,0.02,335,2223,100.0,14.79,8.9181,4,4
10015,47,196,42.0062,0.8405,40.0,445.0,550.11,1358.92,1122.82,3.91,5.72,138.93,2212.25,8343.62,1.02,42.16,130.7,2388.38,8109.8,9.3992,0.02,331,2212,100.0,10.42,6.3942,4,4
10016,47,197,35.0076,0.84,60.0,449.44,556.22,1372.2,1131.09,5.48,8.0,194.0,2223.27,8374.22,1.02,42.17,183.13,2388.39,8088.61,9.3732,0.02,334,2223,100.0,14.82,8.9664,4,4
10020,47,201,35.0049,0.84,60.0,449.44,556.37,1374.66,1140.21,5.48,8.0,194.23,2223.34,8375.93,1.02,42.18,182.71,2388.47,8081.71,9.3735,0.02,336,2223,100.0,14.89,8.9124,4,4
10023,47,204,42.0071,0.841,40.0,445.0,550.8,1358.52,1139.37,3.91,5.72,138.79,2212.27,8356.96,1.02,42.47,130.65,2388.34,8108.09,9.3856,0.02,331,2212,100.0,10.5,6.2566,4,4
10025,47,206,42.0002,0.84,40.0,445.0,550.95,1360.19,1137.6,3.91,5.72,138.44,2212.26,8345.48,1.02,42.27,130.21,2388.37,8109.74,9.4295,0.02,332,2212,100.0,10.39,6.4258,4,4
10028,47,209,35.0035,0.8407,60.0,449.44,556.23,1380.87,1139.63,5.48,8.0,193.66,2223.41,8376.7,1.02,42.08,183.27,2388.58,8092.26,9.3993,0.02,337,2223,100.0,14.65,8.882,4,4
10029,47,210,35.0053,0.8401,60.0,449.44,556.4,1372.32,1138.4,5.48,8.0,194.69,2223.34,8381.9,1.02,42.26,182.96,2388.42,8087.51,9.4233,0.02,336,2223,100.0,14.82,8.9055,4,4
10031,47,212,41.9991,0.8402,40.0,445.0,550.71,1360.08,1141.69,3.91,5.72,138.75,2212.32,8348.86,1.02,42.36,130.26,2388.41,8106.52,9.4547,0.02,333,2212,100.0,10.5,6.3109,4,4
10032,47,213,42.006,0.842,40.0,445.0,550.33,1360.67,1139.19,3.91,5.72,137.92,2212.34,8359.27,1.02,42.52,130.35,2388.42,8106.84,9.4192,0.02,333,2212,100.0,10.35,6.374,4,4
10039,47,220,42.0013,0.84,40.0,445.0,550.11,1366.96,1143.66,3.91,5.72,138.99,2212.3,8366.86,1.02,42.65,129.69,2388.46,8108.93,9.4275,0.02,334,2212,100.0,10.54,6.2419,4,4
10041,47,222,41.9993,0.84,40.0,445.0,550.74,1359.0,1153.46,3.91,5.72,137.67,2212.31,8361.83,1.02,42.69,130.59,2388.46,8117.84,9.4501,0.02,334,2212,100.0,10.57,6.2979,4,4
10042,47,223,35.0001,0.8409,60.0,449.44,556.86,1372.09,1149.18,5.48,8.0,193.63,2223.51,8380.2,1.02,42.59,182.61,2388.69,8098.51,9.3872,0.02,336,2223,100.0,14.58,8.7872,4,4
10043,47,224,42.0039,0.84,40.0,445.0,550.25,1362.68,1148.89,3.91,5.72,138.15,2212.36,8361.21,1.02,42.54,130.35,2388.45,8112.44,9.4214,0.02,333,2212,100.0,10.61,6.2796,4,4
10044,47,225,42.0053,0.8404,40.0,445.0,550.91,1361.2,1146.87,3.91,5.72,138.46,2212.42,8363.35,1.02,42.73,129.89,2388.49,8112.96,9.4538,0.02,334,2212,100.0,10.57,6.2039,4,4
10047,48,1,42.0064,0.8417,40.0,445.0,549.34,1349.25,1126.95,3.91,5.72,138.17,2211.69,8313.12,1.02,41.91,130.73,2387.79,8069.4,9.3398,0.02,329,2212,100.0,10.63,6.392,1,4
10049,48,3,42.0063,0.84,40.0,445.0,549.85,1353.25,1122.67,3.91,5.71,138.39,2211.79,8314.97,1.02,41.9,131.03,2387.79,8082.03,9.3606,0.02,330,2212,100.0,10.68,6.4116,1,4
10050,48,4,42.0065,0.84,40.0,445.0,549.23,1349.2,1121.25,3.91,5.72,138.43,2211.67,8313.57,1.02,42.11,130.44,2387.74,8078.19,9.3905,0.02,330,2212,100.0,10.75,6.3016,1,4
10051,48,5,42.0057,0.84,40.0,445.0,549.44,1354.42,1114.67,3.91,5.71,138.34,2211.73,8312.12,1.02,42.18,130.37,2387.8,8073.61,9.3639,0.02,331,2212,100.0,10.7,6.4327,1,4
10055,48,9,42.0011,0.8411,40.0,445.0,549.94,1348.37,1118.25,3.91,5.71,138.16,2211.67,8310.76,1.02,42.13,130.85,2387.79,8074.07,9.3657,0.02,330,2212,100.0,10.52,6.3175,1,4
10056,48,10,42.0022,0.84,40.0,445.0,549.65,1354.55,1126.14,3.91,5.71,138.79,2211.67,8308.21,1.02,42.09,130.81,2387.74,8071.98,9.366,0.02,330,2212,100.0,10.82,6.3918,1,4
10057,48,11,41.9997,0.84,40.0,445.0,549.42,1354.34,1135.99,3.91,5.72,139.45,2211.72,8311.72,1.02,42.13,130.9,2387.83,8076.35,9.3726,0.02,330,2212,100.0,10.81,6.3561,1,4
10060,48,14,42.0012,0.84,40.0,445.0,549.31,1353.2,1122.01,3.91,5.71,138.85,2211.68,8314.64,1.02,42.17,130.06,2387.81,8077.13,9.374,0.02,331,2212,100.0,10.66,6.2261,1,4
10062,48,16,35.0047,0.84,60.0,449.44,555.92,1363.47,1125.88,5.48,8.0,194.54,2222.85,8340.56,1.02,41.82,182.86,2387.84,8055.46,9.3101,0.02,332,2223,100.0,14.86,8.9469,1,4
10067,48,21,42.0026,0.8403,40.0,445.0,550.19,1357.3,1125.64,3.91,5.71,138.87,2211.7,8318.94,1.02,42.16,130.48,2387.77,8074.55,9.3643,0.02,330,2212,100.0,10.57,6.3515,1,4
10069,48,23,41.9988,0.84,40.0,445.0,549.57,1357.02,1127.83,3.91,5.71,137.92,2211.74,8305.55,1.02,42.16,130.11,2387.78,8083.88,9.3499,0.02,331,2212,100.0,10.5,6.4275,1,4
10070,48,24,42.0058,0.8401,40.0,445.0,549.58,1353.79,1119.13,3.91,5.71,138.6,2211.7,8319.1,1.02,42.18,130.61,2387.76,8078.17,9.3555,0.02,330,2212,100.0,10.76,6.2868,1,4
