unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
10222,48,176,0.0007,0.0015,100.0,518.67,643.21,1594.16,1412.05,14.62,21.61,552.75,2388.13,9058.19,1.3,47.89,521.03,2388.16,8128.38,8.4338,0.03,394,2388,100.0,38.61,23.0852,3,3
10229,48,183,0.0,0.0015,100.0,518.67,642.64,1598.41,1419.91,14.62,21.61,551.87,2388.16,9054.72,1.3,47.9,520.54,2388.17,8127.47,8.4849,0.03,393,2388,100.0,38.81,23.217,4,3
10237,48,191,0.0003,0.0,100.0,518.67,643.85,1597.83,1417.69,14.62,21.61,552.48,2388.21,9060.28,1.3,47.88,520.38,2388.19,8136.39,8.4706,0.03,393,2388,100.0,38.61,23.2094,4,3
10240,48,194,0.0014,0.0019,100.0,518.67,642.92,1593.65,1419.53,14.62,21.61,551.91,2388.19,9058.29,1.3,47.89,520.75,2388.18,8135.6,8.486,0.03,394,2388,100.0,38.63,23.2132,4,3
10243,48,197,0.0007,0.0009,100.0,518.67,642.84,1595.73,1424.71,14.62,21.61,552.44,2388.17,9058.57,1.3,47.9,520.68,2388.22,8136.2,8.474,0.03,396,2388,100.0,38.72,23.311,4,3
10244,48,198,0.0025,0.0006,100.0,518.67,643.38,1602.36,1414.72,14.62,21.61,552.18,2388.22,9068.87,1.3,47.91,520.33,2388.15,8141.0,8.4823,0.03,395,2388,100.0,38.63,23.1477,4,3
10246,48,200,0.0007,0.0,100.0,518.67,643.12,1599.82,1418.66,14.62,21.61,553.15,2388.25,9062.75,1.3,47.78,520.67,2388.18,8139.11,8.4453,0.03,395,2388,100.0,38.88,23.2474,4,3
10252,48,206,0.0026,0.0008,100.0,518.67,643.3,1601.31,1422.7,14.62,21.61,552.11,2388.19,9061.27,1.3,47.97,520.14,2388.22,8142.75,8.5176,0.03,396,2388,100.0,38.69,23.057,4,3
10267,48,221,0.0018,0.0014,100.0,518.67,643.46,1602.56,1427.37,14.62,21.61,551.8,2388.3,9068.97,1.3,47.94,519.56,2388.19,8138.62,8.5154,0.03,396,2388,100.0,38.58,23.0358,4,3
10276,49,3,0.0002,0.0006,100.0,518.67,642.68,1587.39,1403.61,14.62,21.61,552.94,2388.09,9039.11,1.3,47.41,521.4,2388.14,8130.15,8.418,0.03,392,2388,100.0,38.94,23.2363,1,3
10296,49,23,0.0001,0.001,100.0,518.67,642.31,1587.91,1407.52,14.62,21.61,553.88,2388.1,9049.19,1.3,47.38,522.57,2388.1,8131.69,8.4088,0.03,392,2388,100.0,38.9,23.3911,1,3
10298,49,25,0.0026,0.0006,100.0,518.67,642.21,1586.51,1402.22,14.62,21.61,553.63,2388.08,9051.24,1.3,47.28,521.85,2388.06,8130.27,8.4103,0.03,392,2388,100.0,38.88,23.2705,1,3
10301,49,28,0.003,0.0013,100.0,518.67,642.31,1577.11,1406.25,14.62,21.61,553.63,2388.1,9048.38,1.3,47.42,521.51,2388.08,8131.56,8.4132,0.03,393,2388,100.0,38.72,23.2536,1,3
10303,49,30,0.0019,0.0,100.0,518.67,642.45,1593.34,1403.54,14.62,21.61,553.48,2388.06,9053.96,1.3,47.52,521.19,2388.09,8129.25,8.4301,0.03,393,2388,100.0,39.07,23.3504,1,3
10316,49,43,0.0015,0.0014,100.0,518.67,642.14,1587.36,1401.8,14.62,21.61,554.11,2388.06,9043.62,1.3,47.37,521.35,2388.07,8129.02,8.426,0.03,394,2388,100.0,38.86,23.3816,1,3
10320,49,47,0.0006,0.0,100.0,518.67,642.69,1590.95,1405.24,14.62,21.61,553.97,2388.1,9045.63,1.3,47.47,521.11,2388.07,8129.5,8.4511,0.03,393,2388,100.0,38.86,23.2914,1,3
10331,49,58,0.0015,0.0012,100.0,518.67,642.63,1585.93,1409.75,14.62,21.61,553.32,2388.04,9043.61,1.3,47.35,521.52,2388.05,8130.11,8.4138,0.03,394,2388,100.0,38.98,23.3183,1,3
10356,49,83,0.0029,0.0005,100.0,518.67,642.37,1590.68,1407.9,14.62,21.61,553.84,2388.08,9049.29,1.3,47.47,521.58,2388.12,8129.13,8.4267,0.03,393,2388,100.0,39.01,23.307,1,3
10358,49,85,0.0006,0.002,100.0,518.67,642.7,1592.51,1405.14,14.62,21.61,554.08,2388.13,9051.64,1.3,47.54,521.49,2388.13,8124.67,8.4755,0.03,393,2388,100.0,38.72,23.3349,1,3
10364,49,91,0.0017,0.0,100.0,518.67,642.05,1585.81,1405.1,14.62,21.61,553.76,2388.11,9050.2,1.3,47.36,521.57,2388.14,8129.45,8.4139,0.03,393,2388,100.0,38.82,23.2851,2,3
10371,49,98,0.0019,0.0007,100.0,518.67,642.68,1587.74,1401.72,14.62,21.61,553.27,2388.1,9052.19,1.3,47.46,521.58,2388.08,8126.38,8.4008,0.03,393,2388,100.0,38.98,23.393,2,3
10374,49,101,0.0015,0.0003,100.0,518.67,642.56,1592.5,1411.04,14.62,21.61,553.03,2388.13,9051.97,1.3,47.46,521.44,2388.11,8131.39,8.4166,0.03,393,2388,100.0,38.7,23.396,2,3
10375,49,102,0.0007,0.0004,100.0,518.67,642.53,1587.47,1398.79,14.62,21.61,553.35,2388.08,9056.37,1.3,47.57,521.75,2388.1,8129.3,8.4111,0.03,394,2388,100.0,38.95,23.2115,2,3
10383,49,110,0.0009,0.0,100.0,518.67,642.73,1588.68,1410.5,14.62,21.61,553.9,2388.13,9050.55,1.3,47.38,521.5,2388.07,8129.22,8.436,0.03,393,2388,100.0,38.81,23.304,2,3
10394,49,121,0.0008,0.0005,100.0,518.67,642.76,1582.68,1406.72,14.62,21.61,552.89,2388.08,9056.44,1.3,47.39,521.9,2388.08,8130.9,8.4459,0.03,393,2388,100.0,38.74,23.3314,2,3
10398,49,125,0.0022,0.0,100.0,518.67,642.82,1589.47,1409.26,14.62,21.61,553.09,2388.11,9057.8,1.3,47.51,521.34,2388.14,8130.11,8.4321,0.03,393,2388,100.0,38.96,23.2466,2,3
10399,49,126,0.0018,0.0001,100.0,518.67,643.05,1587.39,1408.91,14.62,21.61,553.04,2388.17,9053.57,1.3,47.41,521.58,2388.09,8131.86,8.4629,0.03,393,2388,100.0,38.77,23.304,2,3
10410,49,137,0.0019,0.0,100.0,518.67,642.24,1587.28,1413.33,14.62,21.61,553.61,2388.1,9048.95,1.3,47.64,521.17,2388.1,8128.39,8.4113,0.03,392,2388,100.0,38.72,23.324,3,3
10418,49,145,0.0018,0.0,100.0,518.67,643.26,1587.18,1403.53,14.62,21.61,552.98,2388.13,9045.09,1.3,47.61,521.45,2388.12,8131.26,8.4683,0.03,393,2388,100.0,38.74,23.2777,3,3
10419,49,146,0.0024,0.0,100.0,518.67,642.34,1592.23,1409.89,14.62,21.61,553.55,2388.13,9050.17,1.3,47.7,521.74,2388.17,8135.55,8.4227,0.03,393,2388,100.0,38.75,23.324,3,3
10428,49,155,0.0007,0.0,100.0,518.67,642.16,1587.06,1409.47,14.62,21.61,553.48,2388.09,9054.03,1.3,47.48,521.59,2388.11,8130.65,8.4306,0.03,393,2388,100.0,38.84,23.2384,3,3
10436,49,163,0.0016,0.0,100.0,518.67,643.04,1591.09,1413.05,14.62,21.61,553.48,2388.12,9046.47,1.3,47.56,521.79,2388.11,8133.41,8.4366,0.03,392,2388,100.0,38.73,23.2665,3,3
10443,49,170,0.0024,0.0003,100.0,518.67,642.56,1586.15,1408.47,14.62,21.61,552.76,2388.12,9046.79,1.3,47.48,521.8,2388.15,8131.21,8.4584,0.03,393,2388,100.0,38.87,23.2808,3,3
10454,49,181,0.0014,0.0,100.0,518.67,642.81,1586.75,1406.13,14.62,21.61,553.45,2388.12,9050.45,1.3,47.65,521.3,2388.08,8132.39,8.4667,0.03,394,2388,100.0,38.71,23.2731,3,3
10456,49,183,0.0002,0.0,100.0,518.67,643.23,1582.02,1417.69,14.62,21.61,552.41,2388.13,9049.09,1.3,47.48,521.94,2388.21,8127.78,8.4136,0.03,393,2388,100.0,38.64,23.3182,3,3
10459,49,186,0.0009,0.002,100.0,518.67,643.04,1585.85,1416.58,14.62,21.61,553.11,2388.14,9055.1,1.3,47.61,521.69,2388.07,8134.05,8.4542,0.03,394,2388,100.0,38.88,23.3152,3,3
10466,49,193,0.0018,0.0,100.0,518.67,642.78,1588.13,1404.62,14.62,21.61,553.63,2388.11,9055.02,1.3,47.53,520.95,2388.2,8136.41,8.449,0.03,393,2388,100.0,38.69,23.2449,3,3
10472,49,199,0.0023,0.0005,100.0,518.67,642.83,1592.63,1419.51,14.62,21.61,552.67,2388.16,9052.86,1.3,47.81,520.87,2388.16,8127.21,8.4666,0.03,392,2388,100.0,38.73,23.1745,3,3
10477,49,204,0.0013,0.0002,100.0,518.67,642.29,1583.57,1412.33,14.62,21.61,553.84,2388.19,9047.35,1.3,47.56,521.32,2388.13,8132.38,8.4629,0.03,393,2388,100.0,38.91,23.2285,3,3
10483,49,210,0.0004,0.001,100.0,518.67,642.69,1595.74,1418.66,14.62,21.61,552.18,2388.16,9048.44,1.3,47.82,520.69,2388.12,8126.45,8.4701,0.03,394,2388,100.0,38.57,23.2122,3,3
10492,49,219,0.0024,0.0,100.0,518.67,643.65,1591.2,1415.98,14.62,21.61,552.56,2388.16,9059.16,1.3,47.73,521.22,2388.16,8127.78,8.4566,0.03,393,2388,100.0,38.72,23.1723,3,3
10496,49,223,0.0009,0.0018,100.0,518.67,642.77,1595.96,1417.31,14.62,21.61,552.5,2388.15,9052.45,1.3,47.59,521.17,2388.18,8134.84,8.463,0.03,393,2388,100.0,38.63,23.1178,3,3
10512,49,239,0.0009,0.0,100.0,518.67,643.46,1597.38,1414.01,14.62,21.61,551.98,2388.16,9050.98,1.3,47.88,520.63,2388.14,8130.46,8.4677,0.03,394,2388,100.0,38.45,23.2385,4,3
10519,49,246,0.0016,0.0011,100.0,518.67,643.23,1601.81,1425.32,14.62,21.61,552.47,2388.22,9066.12,1.3,47.84,520.4,2388.25,8132.83,8.4826,0.03,394,2388,100.0,38.75,23.2729,4,3
10521,49,248,0.0024,0.0019,100.0,518.67,643.38,1596.18,1426.81,14.62,21.61,552.43,2388.16,9058.34,1.3,48.08,520.72,2388.14,8130.74,8.524,0.03,392,2388,100.0,38.77,23.0604,4,3
10522,49,249,0.0009,0.0,100.0,518.67,643.41,1594.51,1418.06,14.62,21.61,553.08,2388.23,9055.19,1.3,47.86,520.11,2388.18,8129.05,8.4923,0.03,395,2388,100.0,38.62,23.1621,4,3
10529,49,256,0.0003,0.0,100.0,518.67,643.41,1601.24,1419.72,14.62,21.61,552.05,2388.22,9059.41,1.3,47.92,520.85,2388.22,8127.02,8.4852,0.03,394,2388,100.0,38.76,23.0873,4,3
10545,49,272,0.0025,0.0002,100.0,518.67,643.43,1600.69,1426.51,14.62,21.61,551.97,2388.24,9064.14,1.3,47.78,520.03,2388.15,8131.02,8.4861,0.03,396,2388,100.0,38.53,23.1327,4,3
10550,49,277,0.0029,0.0,100.0,518.67,643.6,1603.68,1429.44,14.62,21.61,551.45,2388.24,9052.95,1.3,48.29,519.17,2388.25,8132.12,8.5149,0.03,394,2388,100.0,38.75,23.0829,4,3
10554,49,281,0.0028,0.0,100.0,518.67,643.48,1606.39,1431.19,14.62,21.61,550.86,2388.14,9056.95,1.3,48.12,519.76,2388.25,8127.04,8.5231,0.03,395,2388,100.0,38.43,23.1016,4,3
10561,50,3,0.002,0.0,100.0,518.67,642.28,1583.96,1407.76,14.62,21.61,554.22,2388.02,9057.25,1.3,47.34,521.79,2388.03,8137.3,8.4294,0.03,392,2388,100.0,38.85,23.2738,1,3
10575,50,17,0.0022,0.0,100.0,518.67,642.57,1590.89,1405.7,14.62,21.61,554.21,2388.05,9054.52,1.3,47.31,522.56,2388.1,8137.33,8.4136,0.03,392,2388,100.0,38.76,23.3609,1,3
10581,50,23,0.0,0.0,100.0,518.67,642.21,1586.76,1404.07,14.62,21.61,554.09,2388.06,9059.28,1.3,47.49,521.55,2388.01,8139.27,8.4479,0.03,393,2388,100.0,38.81,23.3309,1,3
10583,50,25,0.0026,0.0016,100.0,518.67,643.01,1586.77,1404.43,14.62,21.61,553.56,2388.07,9062.56,1.3,47.32,521.89,2388.04,8140.79,8.4296,0.03,392,2388,100.0,38.98,23.4388,2,3
10593,50,35,0.002,0.0,100.0,518.67,642.54,1580.71,1398.06,14.62,21.61,554.41,2388.05,9058.64,1.3,47.28,521.89,2388.05,8139.89,8.4212,0.03,393,2388,100.0,39.02,23.3738,2,3
10598,50,40,0.0021,0.0008,100.0,518.67,642.38,1592.35,1404.33,14.62,21.61,554.16,2388.0,9057.22,1.3,47.45,521.72,2388.07,8135.91,8.4444,0.03,392,2388,100.0,38.8,23.2984,2,3
10622,50,64,0.0003,0.0007,100.0,518.67,642.28,1585.22,1401.16,14.62,21.61,554.34,2388.1,9057.86,1.3,47.47,521.37,2388.11,8138.41,8.422,0.03,393,2388,100.0,38.72,23.3869,2,3
10626,50,68,0.0007,0.0,100.0,518.67,642.89,1582.77,1405.25,14.62,21.61,553.92,2388.11,9054.46,1.3,47.34,522.39,2388.0,8140.0,8.4467,0.03,392,2388,100.0,38.99,23.3,2,3
10642,50,84,0.0009,0.0,100.0,518.67,643.33,1589.95,1411.0,14.62,21.61,553.87,2388.05,9056.28,1.3,47.57,521.54,2388.07,8143.41,8.4347,0.03,394,2388,100.0,38.97,23.3637,3,3
10661,50,103,0.0011,0.0003,100.0,518.67,642.98,1589.2,1407.13,14.62,21.61,553.48,2388.06,9062.79,1.3,47.48,521.4,2388.13,8137.11,8.4192,0.03,394,2388,100.0,38.83,23.3502,3,3
10662,50,104,0.0028,0.0003,100.0,518.67,642.73,1595.68,1403.66,14.62,21.61,553.46,2388.02,9050.5,1.3,47.37,521.11,2388.15,8139.84,8.4635,0.03,394,2388,100.0,38.83,23.3658,3,3
10664,50,106,0.0002,0.0005,100.0,518.67,642.53,1584.11,1413.09,14.62,21.61,553.94,2388.04,9061.78,1.3,47.49,521.11,2388.12,8142.8,8.4518,0.03,392,2388,100.0,38.86,23.2591,3,3
10672,50,114,0.0001,0.0,100.0,518.67,642.8,1586.76,1409.12,14.62,21.61,553.02,2388.05,9051.5,1.3,47.46,521.05,2388.13,8140.39,8.4143,0.03,392,2388,100.0,38.9,23.302,3,3
10673,50,115,0.0013,0.0,100.0,518.67,643.01,1583.64,1405.6,14.62,21.61,553.41,2388.05,9060.15,1.3,47.57,521.47,2388.14,8139.25,8.4499,0.03,391,2388,100.0,38.86,23.3248,3,3
10677,50,119,0.0007,0.0,100.0,518.67,643.07,1590.44,1406.11,14.62,21.61,553.18,2388.08,9062.94,1.3,47.54,521.23,2388.09,8140.28,8.413,0.03,392,2388,100.0,38.92,23.3681,3,3
10680,50,122,0.0018,0.0003,100.0,518.67,643.19,1592.41,1408.3,14.62,21.61,552.45,2388.13,9051.66,1.3,47.41,520.93,2388.17,8136.03,8.4304,0.03,395,2388,100.0,38.76,23.2465,3,3
10681,50,123,0.0005,0.0,100.0,518.67,642.45,1588.17,1413.33,14.62,21.61,553.34,2388.06,9057.67,1.3,47.48,520.93,2388.13,8133.99,8.4286,0.03,392,2388,100.0,38.69,23.4063,3,3
10692,50,134,0.001,0.0015,100.0,518.67,642.72,1590.3,1406.64,14.62,21.61,553.8,2388.11,9055.16,1.3,47.47,520.85,2388.11,8133.73,8.4454,0.03,394,2388,100.0,38.85,23.4203,3,3
10693,50,135,0.0004,0.0,100.0,518.67,642.75,1585.95,1404.31,14.62,21.61,553.07,2388.08,9067.09,1.3,47.54,521.59,2388.14,8140.71,8.4667,0.03,394,2388,100.0,38.86,23.2988,3,3
10700,50,142,0.0018,0.0014,100.0,518.67,642.69,1595.24,1414.35,14.62,21.61,553.96,2388.11,9060.85,1.3,47.57,521.51,2388.08,8143.95,8.4362,0.03,393,2388,100.0,38.87,23.3873,3,3
10714,50,156,0.0026,0.0016,100.0,518.67,643.09,1592.64,1413.85,14.62,21.61,553.59,2388.13,9063.63,1.3,47.69,521.44,2388.12,8140.85,8.4556,0.03,393,2388,100.0,38.73,23.3497,3,3
10716,50,158,0.0005,0.0,100.0,518.67,642.73,1586.48,1416.42,14.62,21.61,552.4,2388.15,9065.05,1.3,47.69,521.08,2388.17,8141.98,8.4851,0.03,394,2388,100.0,38.64,23.1549,3,3
10727,50,169,0.0027,0.0,100.0,518.67,642.98,1589.77,1414.21,14.62,21.61,553.39,2388.16,9063.97,1.3,47.69,521.57,2388.14,8141.31,8.421,0.03,395,2388,100.0,38.86,23.2481,3,3
10750,50,192,0.0016,0.0,100.0,518.67,643.13,1596.18,1424.32,14.62,21.61,551.57,2388.23,9059.73,1.3,47.82,520.76,2388.2,8136.26,8.4855,0.03,396,2388,100.0,38.56,23.0768,4,3
10752,50,194,0.0007,0.0014,100.0,518.67,642.74,1600.47,1418.12,14.62,21.61,553.15,2388.15,9062.3,1.3,47.81,520.0,2388.19,8136.84,8.4999,0.03,394,2388,100.0,38.43,23.1323,4,3
10757,50,199,0.0007,0.0,100.0,518.67,643.27,1595.04,1422.77,14.62,21.61,551.45,2388.15,9060.46,1.3,48.13,520.58,2388.17,8136.77,8.4991,0.03,394,2388,100.0,38.64,23.2026,4,3
10761,50,203,0.003,0.001,100.0,518.67,642.97,1591.72,1423.9,14.62,21.61,551.91,2388.18,9059.33,1.3,47.95,520.59,2388.15,8137.96,8.49,0.03,395,2388,100.0,38.68,23.1611,4,3
10763,50,205,0.0003,0.0006,100.0,518.67,643.12,1597.63,1422.82,14.62,21.61,552.15,2388.19,9063.64,1.3,48.0,520.36,2388.18,8139.26,8.4991,0.03,394,2388,100.0,38.34,23.1757,4,3
10769,50,211,0.0014,0.0,100.0,518.67,643.51,1600.05,1426.53,14.62,21.61,552.47,2388.21,9061.71,1.3,47.94,519.71,2388.21,8139.31,8.4882,0.03,395,2388,100.0,38.44,23.1867,4,3
10773,50,215,0.0016,0.0,100.0,518.67,643.37,1595.21,1432.89,14.62,21.61,551.21,2388.21,9071.85,1.3,47.9,520.09,2388.24,8140.12,8.517,0.03,396,2388,100.0,38.6,23.0887,4,3
10776,50,218,0.0019,0.0006,100.0,518.67,643.25,1604.57,1429.35,14.62,21.61,551.67,2388.23,9063.72,1.3,48.09,520.01,2388.28,8140.59,8.4797,0.03,396,2388,100.0,38.69,23.1147,4,3
10792,51,11,0.001,0.0,100.0,518.67,642.05,1590.86,1394.23,14.62,21.61,555.09,2388.07,9054.72,1.3,47.22,522.13,2388.02,8138.71,8.4163,0.03,391,2388,100.0,39.05,23.443,2,3
10793,51,12,0.0004,0.0002,100.0,518.67,642.32,1584.55,1399.79,14.62,21.61,553.92,2387.99,9053.1,1.3,47.23,522.56,2388.03,8131.56,8.4311,0.03,391,2388,100.0,39.04,23.3645,2,3
10799,51,18,0.0021,0.0012,100.0,518.67,642.72,1594.19,1389.79,14.62,21.6,553.27,2388.04,9056.79,1.3,47.21,522.52,2388.04,8132.71,8.4003,0.03,392,2388,100.0,39.0,23.3553,2,3
10807,51,26,0.0004,0.0005,100.0,518.67,641.62,1583.35,1396.61,14.62,21.61,554.85,2388.05,9048.51,1.3,47.28,522.25,2388.01,8134.98,8.3937,0.03,391,2388,100.0,38.99,23.4454,2,3
10838,51,57,0.0022,0.0002,100.0,518.67,642.37,1586.15,1398.08,14.62,21.61,553.66,2388.03,9055.65,1.3,47.31,521.79,2388.02,8138.66,8.4234,0.03,393,2388,100.0,39.01,23.4025,3,3
10839,51,58,0.0029,0.0,100.0,518.67,642.24,1586.08,1390.86,14.62,21.61,553.96,2388.04,9053.26,1.3,47.35,522.27,2388.07,8128.36,8.4228,0.03,392,2388,100.0,38.93,23.4309,3,3
10840,51,59,0.0003,0.0,100.0,518.67,641.72,1590.78,1398.92,14.62,21.61,554.15,2388.0,9054.98,1.3,47.36,522.88,2388.05,8135.1,8.3963,0.03,391,2388,100.0,39.07,23.3834,3,3
10841,51,60,0.0023,0.0,100.0,518.67,641.94,1582.79,1407.24,14.62,21.61,554.12,2388.04,9055.78,1.3,47.36,521.87,2387.99,8132.88,8.4033,0.03,392,2388,100.0,38.99,23.3882,3,3
10852,51,71,0.0004,0.0007,100.0,518.67,641.88,1588.01,1403.5,14.62,21.61,553.64,2388.05,9054.56,1.3,47.39,522.19,2387.99,8139.84,8.4374,0.03,392,2388,100.0,38.97,23.4699,3,3
10858,51,77,0.0008,0.0005,100.0,518.67,642.28,1584.15,1409.68,14.62,21.61,554.17,2388.07,9054.12,1.3,47.38,522.41,2388.0,8133.35,8.3856,0.03,392,2388,100.0,38.87,23.2997,3,3
10864,51,83,0.0027,0.001,100.0,518.67,642.8,1590.15,1396.35,14.62,21.61,554.1,2388.06,9055.78,1.3,47.39,521.72,2388.05,8135.46,8.436,0.03,392,2388,100.0,38.99,23.3355,3,3
10882,51,101,0.0,0.0009,100.0,518.67,642.1,1588.99,1403.48,14.62,21.61,554.0,2388.12,9057.84,1.3,47.4,521.95,2388.03,8135.64,8.4321,0.03,393,2388,100.0,38.84,23.3988,3,3
10890,51,109,0.0004,0.0,100.0,518.67,642.06,1588.58,1395.35,14.62,21.61,554.04,2388.03,9060.33,1.3,47.4,522.07,2388.11,8140.3,8.4091,0.03,394,2388,100.0,38.83,23.3231,3,3
10893,51,112,0.0015,0.0008,100.0,518.67,642.96,1584.25,1408.54,14.62,21.61,554.29,2388.02,9063.98,1.3,47.29,521.39,2388.07,8138.4,8.4078,0.03,393,2388,100.0,38.88,23.271,3,3
10900,51,119,0.0003,0.0017,100.0,518.67,642.4,1587.54,1401.02,14.62,21.61,553.85,2388.04,9061.84,1.3,47.52,521.65,2388.04,8139.34,8.4431,0.03,392,2388,100.0,38.86,23.3268,3,3
10903,51,122,0.0021,0.002,100.0,518.67,642.55,1587.5,1405.43,14.62,21.61,553.67,2388.08,9063.2,1.3,47.45,521.78,2388.06,8139.36,8.4175,0.03,394,2388,100.0,39.07,23.3589,3,3
10908,51,127,0.0003,0.0,100.0,518.67,642.64,1584.53,1406.66,14.62,21.61,554.23,2388.12,9066.31,1.3,47.5,521.43,2388.05,8138.46,8.4316,0.03,392,2388,100.0,38.85,23.3977,3,3
10910,51,129,0.0003,0.0004,100.0,518.67,642.89,1595.31,1402.37,14.62,21.61,554.17,2388.07,9058.57,1.3,47.67,521.48,2388.06,8140.58,8.4173,0.03,394,2388,100.0,38.88,23.2987,3,3
10913,51,132,0.0025,0.0017,100.0,518.67,643.48,1596.55,1405.54,14.62,21.61,554.71,2388.09,9064.89,1.3,47.37,521.32,2388.06,8143.59,8.4247,0.03,393,2388,100.0,39.01,23.3403,4,3
10915,51,134,0.0027,0.0,100.0,518.67,642.74,1587.33,1410.6,14.62,21.61,553.38,2388.06,9068.29,1.3,47.43,521.77,2388.06,8143.58,8.4459,0.03,394,2388,100.0,38.77,23.3681,4,3
10920,51,139,0.0001,0.0,100.0,518.67,642.49,1584.31,1409.37,14.62,21.61,553.3,2388.1,9059.85,1.3,47.45,520.83,2388.14,8141.41,8.4691,0.03,393,2388,100.0,38.67,23.4213,4,3
10925,51,144,0.0014,0.0,100.0,518.67,643.31,1590.25,1409.5,14.62,21.61,553.33,2388.12,9070.63,1.3,47.44,521.02,2388.1,8148.7,8.4722,0.03,394,2388,100.0,38.83,23.2841,4,3
10927,51,146,0.0016,0.0016,100.0,518.67,642.43,1595.17,1411.12,14.62,21.61,553.02,2388.15,9058.34,1.3,47.7,521.18,2388.16,8144.92,8.4321,0.03,394,2388,100.0,38.71,23.217,4,3
10933,51,152,0.0002,0.0,100.0,518.67,643.45,1595.55,1417.62,14.62,21.61,552.23,2388.13,9070.85,1.3,47.54,521.24,2388.1,8142.15,8.4631,0.03,393,2388,100.0,38.83,23.2877,4,3
10935,51,154,0.0007,0.0012,100.0,518.67,643.13,1590.77,1410.03,14.62,21.61,552.69,2388.13,9071.09,1.3,47.42,521.42,2388.18,8152.43,8.4608,0.03,394,2388,100.0,38.73,23.2109,4,3
10950,51,169,0.0005,0.0,100.0,518.67,643.34,1594.22,1419.63,14.62,21.61,552.0,2388.1,9080.8,1.3,48.0,520.45,2388.2,8151.1,8.476,0.03,396,2388,100.0,38.6,23.0552,4,3
10951,51,170,0.0027,0.0,100.0,518.67,643.14,1593.48,1419.19,14.62,21.61,551.93,2388.2,9086.18,1.3,47.79,520.64,2388.15,8150.31,8.4695,0.03,396,2388,100.0,38.66,23.0789,4,3
10954,51,173,0.0007,0.0017,100.0,518.67,643.83,1608.32,1418.25,14.62,21.61,551.44,2388.19,9078.97,1.3,48.07,520.44,2388.2,8156.25,8.4974,0.03,395,2388,100.0,38.53,23.0968,4,3
10969,52,6,0.0005,0.0014,100.0,518.67,641.84,1584.33,1405.09,14.62,21.61,553.99,2388.01,9058.07,1.3,47.32,522.04,2388.05,8137.93,8.4023,0.03,393,2388,100.0,39.02,23.359,1,3
10983,52,20,0.0014,0.0014,100.0,518.67,642.17,1593.88,1406.07,14.62,21.61,554.71,2388.06,9061.63,1.3,47.41,522.24,2388.02,8138.85,8.4386,0.03,393,2388,100.0,38.88,23.4007,2,3
10999,52,36,0.0022,0.0,100.0,518.67,642.03,1589.83,1404.68,14.62,21.61,553.94,2388.0,9062.19,1.3,47.34,522.1,2388.05,8139.92,8.4478,0.03,391,2388,100.0,38.98,23.3708,2,3
11002,52,39,0.0022,0.0005,100.0,518.67,642.42,1587.54,1399.33,14.62,21.61,554.54,2388.05,9052.31,1.3,47.45,521.71,2388.03,8137.26,8.4321,0.03,392,2388,100.0,39.08,23.3991,2,3
11034,52,71,0.002,0.0,100.0,518.67,641.94,1585.64,1402.78,14.62,21.61,554.57,2388.04,9056.89,1.3,47.46,522.01,2388.09,8138.66,8.4247,0.03,392,2388,100.0,38.94,23.4701,3,3
11036,52,73,0.0021,0.001,100.0,518.67,642.36,1590.8,1405.62,14.62,21.61,554.12,2388.06,9059.51,1.3,47.42,521.6,2388.02,8136.13,8.4127,0.03,392,2388,100.0,38.76,23.411,3,3
11039,52,76,0.0022,0.0,100.0,518.67,642.61,1587.89,1406.83,14.62,21.61,553.35,2388.02,9052.59,1.3,47.3,521.56,2388.08,8134.85,8.427,0.03,391,2388,100.0,38.98,23.3807,3,3
11040,52,77,0.0014,0.0019,100.0,518.67,642.48,1592.08,1400.62,14.62,21.61,553.46,2388.1,9059.18,1.3,47.46,522.02,2388.12,8140.56,8.4243,0.03,391,2388,100.0,38.86,23.3233,3,3
11042,52,79,0.0009,0.0,100.0,518.67,642.24,1588.5,1406.75,14.62,21.61,553.3,2388.06,9060.29,1.3,47.48,522.42,2388.05,8136.12,8.4104,0.03,391,2388,100.0,38.9,23.3909,3,3
11048,52,85,0.0003,0.0018,100.0,518.67,642.31,1588.06,1408.68,14.62,21.61,553.62,2388.08,9056.3,1.3,47.4,521.82,2388.09,8139.25,8.4398,0.03,393,2388,100.0,38.95,23.3177,3,3
11055,52,92,0.001,0.0,100.0,518.67,642.46,1585.97,1408.63,14.62,21.61,553.73,2388.1,9052.56,1.3,47.43,521.75,2388.09,8139.95,8.3965,0.03,394,2388,100.0,38.92,23.3243,3,3
11063,52,100,0.0016,0.0019,100.0,518.67,642.3,1590.92,1408.4,14.62,21.61,553.68,2388.12,9057.69,1.3,47.42,521.39,2388.1,8137.59,8.439,0.03,392,2388,100.0,38.8,23.4468,3,3
11066,52,103,0.0006,0.0,100.0,518.67,642.36,1591.43,1401.21,14.62,21.61,553.71,2388.07,9059.04,1.3,47.53,521.37,2388.07,8137.46,8.3989,0.03,394,2388,100.0,38.94,23.2764,3,3
